01;01;2014;25
02;01;2014;30
03;01;2014;25
04;01;2014;40
07;01;2014;25
08;01;2014;30
07;02;2014;30
09;02;2014;35
10;02;2014;30
12;02;2014;30
13;02;2014;30
14;02;2014;35
15;02;2014;40
16;02;2014;45
18;02;2014;45
19;02;2014;45
21;02;2014;50
23;02;2014;55
24;02;2014;35
25;02;2014;25
26;02;2014;30
27;02;2014;35
02;03;2014;60
03;03;2014;35
04;03;2014;35
05;03;2014;35
06;03;2014;35
08;03;2014;60
09;03;2014;55
10;03;2014;40
12;03;2014;40
13;03;2014;45
16;03;2014;30
19;03;2014;25
20;03;2014;45
21;03;2014;35
22;03;2014;50
23;03;2014;55
26;03;2014;45
27;03;2014;45
29;03;2014;35
30;03;2014;50
31;03;2014;30
01;04;2014;40
08;04;2014;40
10;04;2014;40
11;04;2014;40
13;04;2014;40
15;04;2014;45
16;04;2014;50
17;04;2014;35
25;04;2014;40
26;04;2014;50
27;04;2014;55
28;04;2014;45
29;04;2014;35
30;04;2014;105
02;05;2014;100
03;05;2014;60
06;05;2014;45
07;05;2014;25
09;05;2014;35
10;05;2014;40
12;05;2014;30
14;05;2014;45
15;05;2014;40
17;05;2014;40
18;05;2014;40
19;05;2014;45
20;05;2014;45
21;05;2014;35
24;05;2014;55
25;05;2014;55
28;05;2014;35
29;05;2014;30
31;05;2014;65
01;06;2014;50
03;06;2014;30
04;06;2014;35
05;06;2014;35
07;06;2014;55
08;06;2014;55
10;06;2014;40
11;06;2014;35
12;06;2014;40
15;06;2014;60
16;06;2014;30
17;06;2014;30
19;06;2014;45
22;06;2014;35
24;06;2014;45
25;06;2014;35
26;06;2014;60
28;06;2014;55
29;06;2014;40
30;06;2014;30
01;07;2014;35
02;07;2014;30
04;07;2014;40
05;07;2014;50
06;07;2014;50
09;07;2014;30
10;07;2014;45
13;07;2014;50
14;07;2014;35
15;07;2014;35
18;07;2014;20
19;07;2014;50
20;07;2014;50
21;07;2014;30
23;07;2014;35
24;07;2014;45
26;07;2014;40
27;07;2014;50
29;07;2014;35
30;07;2014;40
02;08;2014;55
06;08;2014;45
07;08;2014;40
09;08;2014;60
10;08;2014;50
12;08;2014;55
14;08;2014;35
15;08;2014;50
16;08;2014;50
17;08;2014;45
20;08;2014;25
21;08;2014;35
21;08;2014;45
03;09;2014;35
05;09;2014;35
06;09;2014;45
07;09;2014;40
09;09;2014;35
11;09;2014;35
13;09;2014;45
14;09;2014;50
16;09;2014;35
18;09;2014;45
19;09;2014;45
20;09;2014;50
21;09;2014;50
24;09;2014;35
26;09;2014;35
01;10;2014;40
02;10;2014;35
04;10;2014;45
05;10;2014;50
07;10;2014;35
08;10;2014;35
12;10;2014;45
15;10;2014;35
16;10;2014;30
18;10;2014;45
19;10;2014;60
23;10;2014;35
24;10;2014;30
27;10;2014;35
29;10;2014;45
31;10;2014;25
02;11;2014;50
04;11;2014;40
05;11;2014;45
06;11;2014;35
10;11;2014;30
11;11;2014;50
21;11;2014;30
23;11;2014;50
25;11;2014;40
26;11;2014;55
29;11;2014;35
01;12;2014;20
03;12;2014;35
07;12;2014;40
09;12;2014;30
11;12;2014;35
12;12;2014;40
14;12;2014;40
15;12;2014;25
